time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-01-20T19:49:56.586Z,54.4914,-159.9184,8.78,2.9,ml,,261,0.39,0.44,us,us6000ddpx,2021-02-01T19:41:29.040Z,"101 km SSE of Sand Point, Alaska",earthquake,2.5,7.2,0.115,10,reviewed,us,us
2021-01-20T16:31:58.950Z,33.9186667,-118.2716667,19.76,3.52,ml,145,24,0.03284,0.23,ci,ci39762912,2021-02-04T06:17:22.285Z,"2km W of Willowbrook, CA",earthquake,0.13,0.2,0.141,215,reviewed,ci,ci
2021-01-20T16:00:41.678Z,49.7094,147.7173,587.69,5.6,mww,,25,4.301,0.73,us,us7000d1q5,2021-01-29T05:38:09.148Z,"Sea of Okhotsk",earthquake,9.1,4.1,0.068,21,reviewed,us,us
2021-01-20T15:58:27.418Z,60.1364,-152.5936,99.2,2.5,ml,,,,0.62,ak,ak021xc0xk0,2021-02-01T23:28:03.040Z,"52 km W of Ninilchik, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2021-01-20T14:59:44.538Z,26.5481,-110.9542,10,4.7,mb,,75,1.382,1.16,us,us7000d1nc,2021-01-22T15:03:03.147Z,"71 km NNE of Loreto, Mexico",earthquake,7.5,1.9,0.053,108,reviewed,us,us
2021-01-20T14:31:27.650Z,19.0598335266113,-155.417663574219,43.6100006103516,2.5,md,21,209,,0.0900000036,hv,hv72325802,2021-01-27T13:09:43.040Z,"17 km E of Naalehu, Hawaii",earthquake,1.17,2.42000008,0.5,9,automatic,hv,hv
2021-01-20T13:11:30.940Z,19.287,-65.0553,16,3.25,md,4,324,1.2895,0.23,pr,pr2021020016,2021-01-20T13:35:41.320Z,"105 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,8.73,17.39,0.12,2,reviewed,pr,pr
2021-01-20T13:08:10.929Z,53.3772,-160.5498,29.5,2.7,ml,,,,0.67,ak,ak021xajbb8,2021-02-01T16:04:42.898Z,"south of Alaska",earthquake,,3.5,,,reviewed,ak,ak
2021-01-20T12:16:38.918Z,52.9863,-168.3047,67.2,3.1,ml,,,,0.6,ak,ak021x9zniu,2021-02-03T20:29:42.798Z,"37 km E of Nikolski, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-01-20T09:50:09.559Z,-6.5931,129.786,149.87,4.5,mb,,63,2.039,0.5,us,us7000d1lv,2021-01-20T11:03:54.040Z,"Banda Sea",earthquake,9.2,8.1,0.116,22,reviewed,us,us
2021-01-20T09:06:31.269Z,11.6643,-87.202,47.28,4.2,mb,,170,1.013,0.51,us,us7000d1ln,2021-01-20T10:58:56.040Z,"76 km W of Masachapa, Nicaragua",earthquake,5.5,14.4,0.137,15,reviewed,us,us
2021-01-20T08:56:22.649Z,53.275,-165.6437,23.2,2.8,ml,,,,0.52,ak,ak021x7ugq5,2021-02-01T16:04:33.771Z,"89 km SE of Unalaska, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-01-20T08:54:50.348Z,-4.7266,155.051,496.73,4.8,mb,,82,2.927,0.88,us,us7000d1lh,2021-01-20T09:12:43.040Z,"175 km NNW of Arawa, Papua New Guinea",earthquake,10.3,8.7,0.049,128,reviewed,us,us
2021-01-20T08:28:13.930Z,19.2198,-64.9326,39,3.2,md,8,324,1.2824,0.26,pr,pr2021020013,2021-01-21T07:26:54.040Z,"97 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.09,18.18,0.09,3,reviewed,pr,pr
2021-01-20T08:22:18.468Z,54.4988,-159.7273,28.74,3.2,ml,,204,0.342,0.5,us,us7000d1s6,2021-02-01T16:04:33.479Z,"105 km SSE of Sand Point, Alaska",earthquake,6.4,7.6,0.085,18,reviewed,us,us
2021-01-20T08:22:01.405Z,31.6723,-104.4229,4.96,3.1,mb_lg,,58,0.066,0.39,us,us7000d1l0,2021-01-20T23:33:47.813Z,"55 km S of Whites City, New Mexico",earthquake,1.8,4.1,0.059,79,reviewed,us,us
2021-01-20T07:45:51.810Z,19.21,-155.383,30.74,2.74,md,55,158,,0.13,hv,hv72325452,2021-01-21T06:56:30.040Z,"10 km E of Pāhala, Hawaii",earthquake,0.52,0.6,0.138137562943832,25,reviewed,hv,hv
2021-01-20T07:39:58.728Z,60.7038,-151.9587,77.9,2.5,ml,,,,0.62,ak,ak021x75gk5,2021-02-01T16:04:33.101Z,"36 km WNW of Salamatof, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2021-01-20T07:35:24.720Z,17.9268,-66.8541,12,2.64,md,16,198,0.1948,0.19,pr,pr2021020011,2021-01-20T08:00:01.844Z,"6 km SSE of Maria Antonia, Puerto Rico",earthquake,0.63,0.46,0.17,6,reviewed,pr,pr
2021-01-20T07:30:27.828Z,47.6348,14.4959,10,4.1,mb,,32,0.796,0.68,us,us7000d1k8,2021-01-27T07:35:02.413Z,"5 km NNE of Hall bei Admont, Austria",earthquake,3.6,2,0.301,3,reviewed,us,us
2021-01-20T06:53:12.400Z,10.4901,125.5798,87.78,4.9,mb,,113,13.467,0.66,us,us7000d1k7,2021-01-20T07:36:14.040Z,"14 km N of Loreto, Philippines",earthquake,5.4,7.4,0.065,75,reviewed,us,us
2021-01-20T06:53:06.792Z,55.3167,-158.8304,25.6,2.5,ml,,,,0.41,ak,ak021x6mwzb,2021-02-01T16:04:41.068Z,"69 km SSE of Perryville, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2021-01-20T06:50:38.920Z,19.1728,-64.777,34,3.52,md,18,327,1.326,0.47,pr,pr2021020010,2021-01-21T06:23:33.040Z,"93 km N of Cruz Bay, U.S. Virgin Islands",earthquake,3.93,30.19,0.1,12,reviewed,pr,pr
2021-01-20T06:29:08.340Z,19.1726,-65.0175,66,3.32,md,3,329,1.2011,0.18,pr,pr2021020009,2021-01-20T07:02:03.475Z,"92 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,6.67,15.52,0.01,3,reviewed,pr,pr
2021-01-20T05:48:31.580Z,19.2095,-64.8806,34,3.42,md,14,325,1.2995,0.46,pr,pr2021020007,2021-01-20T06:39:13.134Z,"96 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.99,29.97,0.05,11,reviewed,pr,pr
2021-01-20T05:28:00.360Z,56.3333,-156.1424,53.3,3.1,ml,,,,0.49,ak,ak021x5w0rn,2021-02-01T16:04:31.818Z,"138 km WSW of Akhiok, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2021-01-20T05:18:55.940Z,19.2666,-65.0373,37,3.46,md,11,322,1.2778,0.44,pr,pr2021020005,2021-01-20T05:46:11.221Z,"102 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.22,26.76,0.09,9,reviewed,pr,pr
2021-01-20T05:01:39.000Z,-17.6715,-178.7253,533.87,4.5,mb,,76,3.071,0.81,us,us7000d1jl,2021-01-20T06:17:49.040Z,"212 km ENE of Levuka, Fiji",earthquake,14.8,7.5,0.135,16,reviewed,us,us
2021-01-20T04:51:52.840Z,3.2236,128.2399,55.62,4.2,mb,,118,2.587,0.54,us,us6000dcnd,2021-02-02T00:33:50.040Z,"167 km N of Tobelo, Indonesia",earthquake,9.7,1.6,0.159,11,reviewed,us,us
2021-01-20T04:28:52.869Z,-5.9976,131.7618,10,4.8,mb,,47,2.024,0.82,us,us7000d1ji,2021-02-02T02:04:33.040Z,"117 km WSW of Tual, Indonesia",earthquake,4.5,1.8,0.105,28,reviewed,us,us
2021-01-20T04:27:22.291Z,-5.8,130.4337,110.46,4.4,mb,,71,2.332,0.64,us,us6000dcnh,2021-02-02T00:25:53.040Z,"257 km W of Tual, Indonesia",earthquake,10.1,8.5,0.17,10,reviewed,us,us
2021-01-20T04:07:48.307Z,-31.8578,-68.9974,10,4.4,mb,,67,0.41,0.67,us,us7000d1je,2021-01-21T00:35:24.040Z,"42 km SW of Villa Basilio Nievas, Argentina",earthquake,4.7,1.9,0.219,6,reviewed,us,us
2021-01-20T04:00:54.150Z,17.9136,-66.5728,4,2.75,md,18,195,0.1334,0.19,pr,pr2021020004,2021-01-20T04:26:40.249Z,"11 km SW of Potala Pastillo, Puerto Rico",earthquake,0.52,0.47,0.22,8,reviewed,pr,pr
2021-01-20T03:41:45.134Z,-31.3158,-177.952,10,4.7,mb,,179,2.064,0.89,us,us6000dcnc,2021-02-01T23:35:18.040Z,"Kermadec Islands region",earthquake,12.4,2,0.142,15,reviewed,us,us
2021-01-20T02:39:08.603Z,40.8777,20.3252,10,4.4,mb,,38,1.232,1.08,us,us7000d1j4,2021-02-02T01:56:29.607Z,"11 km E of Gramsh, Albania",earthquake,2.7,1.9,0.143,14,reviewed,us,us
2021-01-20T02:16:11.720Z,17.8665,-65.725,3,2.74,md,9,247,0.288,0.36,pr,pr2021020003,2021-01-20T02:40:37.173Z,"22 km SE of Emajagua, Puerto Rico",earthquake,1.28,1.06,0.07,7,reviewed,pr,pr
2021-01-20T02:06:51.098Z,54.8832,-160.3513,42,4.2,mb,,158,0.443,0.75,us,us7000d1ix,2021-02-02T01:40:11.040Z,"51 km S of Sand Point, Alaska",earthquake,5.1,5.9,0.147,13,reviewed,us,us
2021-01-20T01:52:29.630Z,17.9446,-67.012,5,3.11,md,23,220,0.0407,0.08,pr,pr2021020001,2021-01-20T02:26:47.057Z,"4 km SE of La Parguera, Puerto Rico",earthquake,0.46,0.23,0.1,17,reviewed,pr,pr
2021-01-20T01:38:42.867Z,-21.9979,169.9652,10,4.9,mb,,145,1.87,0.76,us,us7000d1iq,2021-02-02T01:31:00.040Z,"221 km ESE of Tadine, New Caledonia",earthquake,7.9,1.8,0.099,32,reviewed,us,us
2021-01-20T01:31:54.304Z,-6.1441,132.4536,10,4.6,mb,,72,2.156,0.65,us,us6000dcna,2021-02-02T00:51:35.040Z,"65 km SSW of Tual, Indonesia",earthquake,6.7,1.9,0.181,9,reviewed,us,us
2021-01-20T01:27:58.557Z,9.0657,125.6272,10,4.8,mb,,109,1.983,0.62,us,us7000d1im,2021-02-02T00:45:56.928Z,"1 km NNE of Balangbalang, Philippines",earthquake,9.6,1.9,0.074,56,reviewed,us,us
2021-01-20T01:09:21.571Z,51.6733,-177.4264,75.74,3.5,mb,,189,0.146,0.46,us,us6000dcn9,2021-02-02T00:43:19.040Z,"59 km WSW of Adak, Alaska",earthquake,7.9,5,0.108,21,reviewed,us,us
2021-01-20T00:56:21.550Z,19.1795,-64.7956,41,3.51,md,14,326,1.3206,0.27,pr,pr2021020000,2021-01-20T04:31:48.040Z,"93 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.92,14.88,0.1,13,reviewed,pr,pr
2021-01-20T00:50:49.472Z,19.4716,121.3572,48.96,4.4,mb,,138,3.339,0.79,us,us6000dcn8,2021-01-29T05:02:56.040Z,"97 km NNE of Namuac, Philippines",earthquake,9.8,8.5,0.138,15,reviewed,us,us
2021-01-20T00:18:51.360Z,35.7998333,-117.6241667,6.67,2.63,ml,43,50,0.02686,0.14,ci,ci39762272,2021-01-22T04:44:14.040Z,"20km W of Searles Valley, CA",earthquake,0.12,0.32,0.114,21,reviewed,ci,ci
2021-01-19T23:56:59.703Z,-22.9641,-66.4356,279.05,4.2,mb,,77,1.606,0.64,us,us7000d1i4,2021-01-28T04:38:30.040Z,"80 km WSW of Abra Pampa, Argentina",earthquake,9.6,12.8,0.216,6,reviewed,us,us
2021-01-19T23:11:37.020Z,30.56,141.97,10,4.4,mb,,145,3.139,0.66,us,us7000d3r4,2021-01-28T04:37:26.040Z,"Izu Islands, Japan region",earthquake,8.7,1.4,0.117,21,reviewed,us,us
2021-01-19T22:57:27.717Z,-23.3915,-66.9452,234.78,4.2,mb,,117,1.216,0.42,us,us7000d1hm,2021-01-28T04:29:29.040Z,"111 km NW of San Antonio de los Cobres, Argentina",earthquake,5.9,14.1,0.264,4,reviewed,us,us
2021-01-19T20:31:01.750Z,17.9331,-66.8453,14,2.75,md,22,207,0.054,0.17,pr,pr2021019018,2021-01-19T20:51:15.354Z,"6 km SE of Maria Antonia, Puerto Rico",earthquake,0.54,0.5,0.22,18,reviewed,pr,pr
2021-01-19T20:19:51.109Z,62.2908,-152.2503,115.5,2.6,ml,,,,0.36,ak,ak021vr8g12,2021-01-19T20:24:46.618Z,"55 km NW of Skwentna, Alaska",earthquake,,1.5,,,automatic,ak,ak
2021-01-19T20:18:18.756Z,-13.3551,166.8028,46.41,5.1,mww,,55,2.115,0.86,us,us7000d1gl,2021-01-20T16:57:37.040Z,"99 km NW of Sola, Vanuatu",earthquake,7.2,5.2,0.083,14,reviewed,us,us
2021-01-19T20:10:59.408Z,-8.8648,110.6088,91.26,4.8,mb,,104,0.95,0.83,us,us7000d1gf,2021-01-20T17:13:32.593Z,"104 km SSE of Pundong, Indonesia",earthquake,7.3,6.3,0.071,68,reviewed,us,us
2021-01-19T18:55:46.032Z,36.4941,69.8628,81.92,4,mb,,59,2.06,0.87,us,us7000d1fy,2021-01-20T15:10:56.040Z,"8 km S of Farkhār, Afghanistan",earthquake,6.9,11,0.134,17,reviewed,us,us
2021-01-19T18:25:03.750Z,18.235,-67.2585,87,2.97,md,13,160,0.1826,0.21,pr,pr2021019016,2021-01-19T19:37:44.420Z,"9 km SW of La Playa, Puerto Rico",earthquake,1.08,0.89,0.13,8,reviewed,pr,pr
2021-01-19T18:07:36.070Z,55.4299,-158.3738,7.4,3.3,ml,,,,1.01,ak,ak021vpyz1b,2021-02-03T20:17:31.505Z,"72 km SE of Perryville, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2021-01-19T16:56:05.746Z,-38.3387,178.9506,10,4.4,mb,,257,0.927,0.67,us,us7000d3r2,2021-01-27T17:47:14.040Z,"89 km ENE of Gisborne, New Zealand",earthquake,7.1,2,0.17,11,reviewed,us,us
2021-01-19T16:50:44.540Z,19.1346,-65.0625,33,3.52,md,9,319,1.1473,0.29,pr,pr2021019015,2021-01-19T17:30:37.040Z,"88 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.66,18.52,0.03,5,reviewed,pr,pr
2021-01-19T16:29:07.601Z,-14.9981,167.8136,119.02,4,mb,,279,0.739,0.46,us,us7000d3r1,2021-01-27T17:28:00.040Z,"79 km E of Port-Olry, Vanuatu",earthquake,14.7,7.7,0.172,9,reviewed,us,us
2021-01-19T15:59:31.140Z,19.0408,-65.1811,77,3.55,md,11,314,1.014,0.38,pr,pr2021019014,2021-01-19T16:30:52.040Z,"81 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.85,6.53,0.12,6,reviewed,pr,pr
2021-01-19T15:20:32.531Z,67.1265,-143.7865,14,2.9,ml,,,,0.54,ak,ak021vo9g9r,2021-01-27T16:33:47.040Z,"52 km N of Chalkyitsik, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-01-19T15:19:49.100Z,17.9165,-67.0143,12,2.5,md,5,246,0.0608,0.22,pr,pr2021019013,2021-01-19T15:57:15.464Z,"7 km SSE of La Parguera, Puerto Rico",earthquake,3.5,1.74,0.01,2,reviewed,pr,pr
2021-01-19T14:51:18.043Z,6.8519,-73.1146,146.2,4.4,mb,,127,0.953,0.62,us,us7000d3qv,2021-01-27T16:30:00.040Z,"13 km N of Jordán, Colombia",earthquake,3.4,8,0.154,13,reviewed,us,us
2021-01-19T14:42:21.020Z,19.3396663665771,-155.557830810547,0.0199999995529652,2.57999992,md,17,169,,0.360000014,hv,hv72324792,2021-01-19T14:45:29.570Z,"17 km NNW of Pāhala, Hawaii",earthquake,2.14,23.3600006,0.0799999982,5,automatic,hv,hv
2021-01-19T14:42:15.120Z,19.2031666666667,-155.5015,34.66,2.7,md,56,74,,0.11,hv,hv72324787,2021-01-27T16:10:32.040Z,"2 km W of Pāhala, Hawaii",earthquake,0.46,0.6,0.149971642215935,27,reviewed,hv,hv
2021-01-19T13:55:18.140Z,17.9691,-66.9948,7,3.09,md,18,185,0.0494,0.21,pr,pr2021019012,2021-01-19T23:43:35.498Z,"5 km E of La Parguera, Puerto Rico",earthquake,0.8,0.35,0.34,10,reviewed,pr,pr
2021-01-19T13:31:32.650Z,19.2265,-64.9401,31,3.77,md,16,316,1.2846,0.28,pr,pr2021019011,2021-01-19T14:24:28.040Z,"97 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.93,19.36,0.14,15,reviewed,pr,pr
2021-01-19T12:27:22.295Z,53.8672,-166.025,74.6,3.4,ml,,,,0.76,ak,ak021vmimrj,2021-02-03T20:17:31.256Z,"33 km E of Unalaska, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-01-19T12:12:14.031Z,15.9086,-97.2682,5.23,4.1,mb,,220,2.062,1.25,us,us7000d1d2,2021-01-19T16:56:52.279Z,"near the coast of Oaxaca, Mexico",earthquake,13.6,16.9,0.123,18,reviewed,us,us
2021-01-19T11:57:35.713Z,-21.1335,-178.5945,559.38,4.6,mb,,127,4.622,0.69,us,us7000d1d1,2021-01-19T12:19:46.040Z,"Fiji region",earthquake,11.4,4.4,0.088,39,reviewed,us,us
2021-01-19T11:02:40.748Z,36.4027,70.9394,134.62,4.2,mb,,177,2.417,0.77,us,us7000d1cr,2021-01-19T12:26:18.040Z,"52 km S of Jurm, Afghanistan",earthquake,12.6,6.1,0.141,14,reviewed,us,us
2021-01-19T10:47:58.691Z,-15.39,-173.4828,35,4.5,mb,,137,2.208,0.59,us,us7000d1cp,2021-01-19T11:19:50.040Z,"70 km NNE of Hihifo, Tonga",earthquake,11.4,2,0.151,13,reviewed,us,us
2021-01-19T10:16:51.969Z,31.5868,-104.5963,5,2.6,ml,,117,0.115,0.67,us,us7000d1cf,2021-01-22T06:37:13.040Z,"64 km NNE of Van Horn, Texas",earthquake,1.6,1.7,0.059,38,reviewed,us,us
2021-01-19T09:39:33.664Z,54.6575,-161.1473,14.4,2.6,ml,,,,0.53,ak,ak021vksxbv,2021-02-02T06:29:06.816Z,"86 km SSW of Sand Point, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2021-01-19T09:36:47.800Z,19.1246,-64.8156,63,3.33,md,6,327,1.2643,0.34,pr,pr2021019009,2021-01-22T07:02:36.040Z,"87 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,6.79,17.61,0.14,2,reviewed,pr,pr
2021-01-19T09:24:32.348Z,-15.9485,-173.8272,164.21,4.8,mb,,90,2.831,1.09,us,us7000d1c8,2021-01-19T09:42:57.040Z,"3 km W of Hihifo, Tonga",earthquake,5.6,8.1,0.093,36,reviewed,us,us
2021-01-19T07:26:11.490Z,-1.9407,128.9342,33.31,4.7,mb,,93,3.117,0.79,us,us7000d1bg,2021-01-19T07:51:37.040Z,"154 km N of Amahai, Indonesia",earthquake,6.9,6.1,0.113,24,reviewed,us,us
2021-01-19T06:04:12.982Z,-31.8866,-68.8567,10,4.3,mb,,118,0.37,1.13,us,us7000d1ai,2021-01-19T20:47:40.887Z,"34 km SW of Pocito, Argentina",earthquake,4,2,0.238,5,reviewed,us,us
2021-01-19T05:34:50.600Z,19.0966,-65.2151,36,3.41,md,17,329,1.0547,0.27,pr,pr2021019007,2021-01-22T14:47:47.040Z,"88 km N of Culebra, Puerto Rico",earthquake,3.22,17.55,0.09,10,reviewed,pr,pr
2021-01-19T05:31:44.840Z,19.1893,-64.9413,33,3.66,md,17,323,1.2515,0.44,pr,pr2021019006,2021-01-22T14:37:10.040Z,"93 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.63,27.28,0.11,12,reviewed,pr,pr
2021-01-19T05:01:03.585Z,-7.3184,125.307,428.38,5.2,mb,,27,2.63,0.94,us,us7000d1a0,2021-01-19T05:18:01.040Z,"140 km NNW of Dili, Timor Leste",earthquake,9.4,7,0.054,112,reviewed,us,us
2021-01-19T04:51:21.960Z,19.0831,-64.915,66,3.57,md,17,324,1.174,0.52,pr,pr2021019005,2021-01-19T21:52:01.040Z,"82 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,6.88,14.2,0.13,12,reviewed,pr,pr
2021-01-19T04:29:59.564Z,7.0221,-73.1158,150.93,4.1,mb,,86,1.122,0.78,us,us7000d3qi,2021-02-01T00:50:06.040Z,"5 km SW of Floridablanca, Colombia",earthquake,7.5,4.1,0.234,5,reviewed,us,us
2021-01-19T04:22:20.290Z,38.4765,-122.7175,4.79,2.68,md,97,39,0.0288,0.13,nc,nc73513200,2021-01-26T02:44:07.369Z,"3km NNW of Santa Rosa, CA",earthquake,0.14,0.26,0.181,71,reviewed,nc,nc
2021-01-19T04:20:42.510Z,19.2036,-64.9163,42,3.36,md,9,324,1.2762,0.43,pr,pr2021019004,2021-01-19T05:05:42.850Z,"95 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.32,25.69,0.03,4,reviewed,pr,pr
2021-01-19T04:01:41.176Z,-31.8379,-68.806,10,4.8,mb,,68,0.309,0.82,us,us7000d19e,2021-02-01T01:15:08.040Z,"27 km SW of Pocito, Argentina",earthquake,4.1,1.9,0.135,17,reviewed,us,us
2021-01-19T03:51:52.944Z,-31.8325,-68.8542,10,4.9,mb,,92,0.32,0.99,us,us7000d19c,2021-02-01T00:57:42.040Z,"30 km WSW of Pocito, Argentina",earthquake,3.4,1.8,0.106,28,reviewed,us,us
2021-01-19T03:44:32.220Z,44.331,-115.511,4.81,2.53,ml,19,98,0.406,0.15,mb,mb80484534,2021-01-19T15:42:49.710Z,"28 km NNE of Lowman, Idaho",earthquake,0.32,0.75,0.127,14,reviewed,mb,mb
2021-01-19T03:37:44.722Z,-31.7882,-68.7944,10,5.3,mb,,37,0.259,0.7,us,us7000d194,2021-02-06T02:29:05.975Z,"23 km WSW of Pocito, Argentina",earthquake,4.7,1.8,0.05,133,reviewed,us,us
2021-01-19T03:37:23.791Z,44.2604,-115.0605,10,2.7,ml,,68,0.082,0.63,us,us7000d195,2021-01-20T00:53:22.700Z,"10 km WNW of Stanley, Idaho",earthquake,2.3,2,0.053,46,reviewed,us,us
2021-01-19T03:31:46.752Z,-18.906,-174.7926,87.58,4.9,mb,,78,4.606,0.47,us,us7000d3qh,2021-01-29T05:27:58.040Z,"89 km WSW of Neiafu, Tonga",earthquake,11.3,2.2,0.117,23,reviewed,us,us
2021-01-19T03:08:30.204Z,-31.8572,-68.9023,10,4.8,mb,,93,0.362,0.73,us,us7000d18w,2021-02-01T01:27:30.040Z,"35 km WSW of Pocito, Argentina",earthquake,4,1.9,0.21,7,reviewed,us,us
2021-01-19T03:03:44.059Z,-31.8715,-68.8527,10,4.9,mb,,50,0.355,0.79,us,us7000d18u,2021-02-01T05:47:39.040Z,"32 km SW of Pocito, Argentina",earthquake,5,1.8,0.114,24,reviewed,us,us
2021-01-19T02:46:22.293Z,-31.8304,-68.8059,20,6.4,mww,,22,0.302,0.97,us,us7000d18q,2021-02-05T23:13:33.097Z,"26 km SW of Pocito, Argentina",earthquake,5.2,1.8,0.055,32,reviewed,us,us
2021-01-19T02:24:17.591Z,54.6612,-159.6195,35,3.8,ml,,200,0.171,0.76,us,us7000d1bc,2021-02-03T20:17:31.031Z,"93 km SE of Sand Point, Alaska",earthquake,2.8,2,0.085,18,reviewed,us,us
2021-01-19T02:22:44.808Z,54.6058,-159.8668,8.2,3,ml,,,,0.42,ak,ak021vgj9ql,2021-02-03T20:17:30.823Z,"90 km SSE of Sand Point, Alaska",earthquake,,3,,,reviewed,ak,ak
2021-01-19T02:21:39.006Z,54.6215,-159.8238,13.4,3.1,ml,,,,0.78,ak,ak021vgj1i6,2021-02-03T20:17:30.599Z,"90 km SSE of Sand Point, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2021-01-19T01:41:31.701Z,-17.2452,-72.3851,45.46,4.7,mb,,145,2.245,0.5,us,us7000d3r5,2021-01-28T04:51:27.040Z,"40 km SW of Islay (Matarani), Peru",earthquake,9.4,8.1,0.174,10,reviewed,us,us
2021-01-19T01:16:44.139Z,63.0055,-149.2481,72.1,2.8,ml,,,,0.57,ak,ak021vfwjvb,2021-02-02T06:29:02.121Z,"45 km SSW of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-01-19T00:56:44.010Z,0.0016,120.0925,76.37,4.9,mb,,75,2.872,0.74,us,us7000d18h,2021-01-24T01:40:57.040Z,"103 km NNE of Palu, Indonesia",earthquake,7.7,7.6,0.079,50,reviewed,us,us
2021-01-19T00:49:05.670Z,17.8411,-66.877,10,3.25,md,25,239,0.134,0.14,pr,pr2021019001,2021-01-24T01:39:38.040Z,"14 km SSE of Guánica, Puerto Rico",earthquake,0.46,0.67,0.18,20,reviewed,pr,pr
2021-01-19T00:41:09.327Z,37.0432,29.1358,10,4.4,mb,,38,0.685,0.97,us,us7000d18b,2021-01-23T23:07:43.040Z,"35 km WSW of Gölhisar, Turkey",earthquake,4.1,1.9,0.109,24,reviewed,us,us
2021-01-18T23:31:32.143Z,-24.1934,-179.1889,514.81,4.2,mb,,106,5.155,0.43,us,us7000d3pv,2021-01-29T04:20:48.040Z,"south of the Fiji Islands",earthquake,15.6,18.5,0.199,7,reviewed,us,us
2021-01-18T23:10:52.400Z,18.9318,-64.803,54,3.41,md,8,328,1.1217,0.3,pr,pr2021018013,2021-01-18T23:32:50.760Z,"66 km N of Cruz Bay, U.S. Virgin Islands",earthquake,6.05,13.92,0.08,6,reviewed,pr,pr
2021-01-18T22:57:05.521Z,-31.9479,-70.1189,104.43,4.3,mb,,81,0.733,0.74,us,us7000d17v,2021-01-28T04:18:45.714Z,"82 km ESE of Salamanca, Chile",earthquake,5.1,6.4,0.161,11,reviewed,us,us
2021-01-18T22:56:07.100Z,17.9448,-66.8726,15,3,md,24,199,0.031,0.2,pr,pr2021018012,2021-01-18T23:19:14.040Z,"Puerto Rico region",earthquake,0.6,0.42,0.33,22,reviewed,pr,pr
2021-01-18T22:37:25.393Z,54.4298,-159.848,26.54,3.7,mb,,212,0.429,0.85,us,us7000d3pz,2021-02-03T23:21:08.040Z,"109 km SSE of Sand Point, Alaska",earthquake,3.9,9.4,0.191,7,reviewed,us,us
2021-01-18T22:11:12.160Z,19.3435,-155.030666666667,3.24,2.74,ml,49,196,,0.14,hv,hv72324237,2021-01-22T04:46:02.040Z,"17 km SE of Fern Forest, Hawaii",earthquake,0.35,0.67,0.124832768293437,19,reviewed,hv,hv
2021-01-18T21:43:21.454Z,58.3263,-156.2033,166.3,3.5,ml,,,,0.95,ak,ak021u4flzn,2021-02-03T23:22:59.040Z,"48 km SSE of King Salmon, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-01-18T21:33:52.904Z,-11.3297,117.7775,10,4,mb,,90,4.564,1.23,us,us7000d3py,2021-01-28T03:57:36.040Z,"south of Sumbawa, Indonesia",earthquake,3.3,1.9,0.195,7,reviewed,us,us
2021-01-18T20:58:48.815Z,17.7003,-100.8015,50.95,4.2,mb,,119,1.977,0.64,us,us7000d3pw,2021-01-27T19:25:58.040Z,"44 km NE of Coyuquilla Norte, Mexico",earthquake,9.7,9.5,0.103,26,reviewed,us,us
2021-01-18T20:55:33.060Z,19.1465,-155.569833333333,-0.27,3.21,ml,54,125,,0.2,hv,hv72324192,2021-01-19T19:16:13.040Z,"8 km N of Naalehu, Hawaii",earthquake,0.4,0.18,0.157703243637071,23,reviewed,hv,hv
2021-01-18T20:47:32.350Z,38.9863,142.0383,59.99,4.7,mb,,116,1.95,0.4,us,us7000d177,2021-01-19T22:47:50.185Z,"29 km ESE of Ōfunato, Japan",earthquake,6.2,7.6,0.11,25,reviewed,us,us
2021-01-18T20:27:36.529Z,12.9547,57.7999,10,4.2,mb,,131,12.023,0.61,us,us7000d172,2021-01-19T19:24:44.040Z,"Owen Fracture Zone region",earthquake,7.3,1.9,0.106,26,reviewed,us,us
