time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-01-15T04:19:36.623Z,-20.703,-178.5171,556.26,4.4,mb,,134,4.377,0.86,us,us7000d07a,2021-01-15T04:42:52.040Z,"Fiji region",earthquake,16,8.4,0.086,39,reviewed,us,us
2021-01-15T04:15:07.930Z,19.2183333333333,-155.400333333333,34.06,3.96,md,55,149,,0.13,hv,hv72320262,2021-02-02T00:34:00.526Z,"8 km ENE of Pāhala, Hawaii",earthquake,0.47,0.56,0.141870847985424,26,reviewed,hv,hv
2021-01-15T04:09:19.396Z,-14.1794,171.118,631.54,4.2,mb,,169,3.99,0.99,us,us7000d2fh,2021-01-22T22:37:11.040Z,"Vanuatu region",earthquake,15.5,9.7,0.186,8,reviewed,us,us
2021-01-15T03:54:42.681Z,54.9018,-160.6612,74.09,2.7,ml,,167,0.46,0.46,us,us7000d37p,2021-01-26T22:43:26.040Z,"49 km SSW of Sand Point, Alaska",earthquake,3.6,8.2,0.105,12,reviewed,us,us
2021-01-15T03:08:45.016Z,54.4369,-159.882,10,2.7,ml,,241,0.43,0.62,us,us7000d37n,2021-01-26T22:38:18.040Z,"107 km SSE of Sand Point, Alaska",earthquake,3.7,2,0.148,6,reviewed,us,us
2021-01-15T03:04:16.721Z,52.797,-168.2188,32.87,3.2,ml,,221,0.457,0.44,us,us7000d37j,2021-01-26T22:28:55.040Z,"46 km ESE of Nikolski, Alaska",earthquake,4.3,11.6,0.128,8,reviewed,us,us
2021-01-15T02:50:54.155Z,-0.0003,127.2743,139.53,4.7,mb,,117,0.772,0.89,us,us7000d06u,2021-01-15T03:11:36.040Z,"87 km SSW of Sofifi, Indonesia",earthquake,6.7,5.2,0.115,23,reviewed,us,us
2021-01-15T01:19:12.782Z,55.3808,-158.5472,25.3,2.5,ml,,,,0.52,ak,ak021otrqlq,2021-01-26T22:21:57.040Z,"70 km SSE of Perryville, Alaska",earthquake,,2.9,,,reviewed,ak,ak
2021-01-15T01:12:39.250Z,17.0746,-68.4065,23,3.39,md,9,286,1.4395,0.15,pr,pr2021015005,2021-01-15T05:46:02.503Z,"145 km S of Boca de Yuma, Dominican Republic",earthquake,1.05,14.18,0.03,2,reviewed,pr,pr
2021-01-15T01:00:08.977Z,51.6471,-167.8849,10,3.8,ml,,226,1.606,1.1,us,us7000d0gt,2021-01-25T19:51:06.636Z,"158 km SSE of Nikolski, Alaska",earthquake,4.9,2,0.097,14,reviewed,us,us
2021-01-15T00:47:20.191Z,-16.2295,-177.5752,10,4.6,mb,,112,1.982,1.19,us,us7000d2fb,2021-01-23T22:50:29.040Z,"219 km SSE of Alo, Wallis and Futuna",earthquake,6.4,1.9,0.129,18,reviewed,us,us
2021-01-15T00:40:48.602Z,-14.0512,171.1628,625.83,4.5,mb,,117,4.074,0.76,us,us7000d2fa,2021-01-23T22:41:58.040Z,"Vanuatu region",earthquake,14.3,9.5,0.242,5,reviewed,us,us
2021-01-15T00:25:24.818Z,-2.9923,118.8817,10,4.3,mb,,129,2.188,0.42,us,us7000d2f9,2021-01-24T01:42:17.040Z,"34 km S of Mamuju, Indonesia",earthquake,7.5,1.2,0.168,10,reviewed,us,us
2021-01-14T23:54:38.170Z,18.0431,-66.9143,12,2.87,md,19,87,0.0765,0.27,pr,pr2021014020,2021-01-15T00:58:54.314Z,"1 km WNW of Lluveras, Puerto Rico",earthquake,0.51,0.57,0.28,16,reviewed,pr,pr
2021-01-14T23:30:11.130Z,35.2434,-101.5663,5,2.9,mb_lg,,77,0.114,0.8,us,us7000d056,2021-01-23T04:19:20.410Z,"20 km SW of Panhandle, Texas",earthquake,1,1.9,0.046,125,reviewed,us,us
2021-01-14T22:36:54.378Z,65.611,-165.4849,12,2.7,ml,,,,0.81,ak,ak021niu8gf,2021-01-29T03:56:12.040Z,"55 km ENE of Brevig Mission, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2021-01-14T22:31:40.229Z,56.5743,-156.5037,56.6,3.5,ml,,,,0.83,ak,ak021nit4iu,2021-02-02T21:15:39.075Z,"117 km SSE of Ugashik, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2021-01-14T22:31:40.204Z,56.5731,-156.5023,56.7,3.5,ml,,,,0.76,ak,ak021nit4dv,2021-01-27T09:51:28.685Z,"117 km SSE of Ugashik, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2021-01-14T20:57:48.714Z,-5.6047,147.2369,219.39,4.3,mb,,102,3.54,1.14,us,us7000d2ed,2021-01-27T16:29:26.040Z,"125 km NNW of Finschhafen, Papua New Guinea",earthquake,10.2,7.8,0.119,20,reviewed,us,us
2021-01-14T20:38:10.890Z,17.9393,-66.8508,13,2.56,md,9,214,0.1958,0.1,pr,pr2021014018,2021-01-14T21:24:02.408Z,"5 km SE of Maria Antonia, Puerto Rico",earthquake,0.66,0.43,0.13,6,reviewed,pr,pr
2021-01-14T20:26:39.029Z,51.7277,100.3354,10,4.4,mb,,59,2.059,0.83,us,us7000d042,2021-01-26T20:16:46.040Z,"33 km NW of Turt, Mongolia",earthquake,6.2,1.9,0.112,23,reviewed,us,us
2021-01-14T19:50:18.655Z,61.4285,-147.1505,5.5,2.7,ml,,,,0.72,ak,ak021nh4ulu,2021-01-27T16:11:38.040Z,"49 km SSE of Glacier View, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-01-14T19:34:56.515Z,38.9732,144.4559,10,4.2,mb,,209,3.177,0.81,us,us7000d2eb,2021-01-27T17:13:00.040Z,"223 km ESE of Yamada, Japan",earthquake,6.1,2,0.236,5,reviewed,us,us
2021-01-14T19:29:51.332Z,51.2346,100.5809,10,4.3,mb,,42,1.967,0.7,us,us7000d03l,2021-01-26T20:13:16.040Z,"30 km S of Turt, Mongolia",earthquake,5.4,1.9,0.1,28,reviewed,us,us
2021-01-14T19:20:48.840Z,17.9471,-66.9716,11,2.89,md,13,214,0.076,0.22,pr,pr2021014014,2021-01-14T21:05:47.607Z,"7 km WSW of Guánica, Puerto Rico",earthquake,0.86,0.56,0.26,12,reviewed,pr,pr
2021-01-14T19:18:10.680Z,37.9708333,-122.0406667,15.24,3.63,mw,199,29,0.002813,0.19,nc,nc73510910,2021-02-04T13:45:36.523Z,"2km W of Concord, CA",earthquake,0.15,0.2,,3,reviewed,nc,nc
2021-01-14T19:17:47.149Z,61.4507,-140.3858,10,2.6,ml,,46,0.342,0.76,us,us7000d03e,2021-01-27T16:05:55.040Z,"135 km E of McCarthy, Alaska",earthquake,0.9,1.7,0.047,60,reviewed,us,us
2021-01-14T18:51:03.250Z,19.4983333333333,-155.464166666667,-0.65,2.53,ml,47,72,,0.15,hv,hv72319977,2021-01-15T15:17:44.040Z,"24 km WNW of Volcano, Hawaii",earthquake,0.22,0.33,0.16280298082984,21,reviewed,hv,hv
2021-01-14T18:33:56.225Z,58.807,-142.6788,10,2.9,ml,,218,1.283,0.71,us,us7000d032,2021-01-27T15:57:56.040Z,"187 km WSW of Yakutat, Alaska",earthquake,3.7,1.9,0.053,46,reviewed,us,us
2021-01-14T18:28:18.081Z,-2.9711,118.8893,18,6.2,mww,,28,2.204,1.12,us,us7000d030,2021-01-26T21:18:07.234Z,"32 km S of Mamuju, Indonesia",earthquake,5.5,1,0.066,22,reviewed,us,us
2021-01-14T17:59:21.998Z,-15.7736,-174.6848,252.66,4.1,mb,,76,3.363,0.85,us,us7000d2ea,2021-01-26T20:28:35.040Z,"97 km WNW of Hihifo, Tonga",earthquake,11.3,8.3,0.198,7,reviewed,us,us
2021-01-14T17:20:31.010Z,73.5242,8.015,10,4.3,mb,,80,5.099,0.79,us,us7000d02v,2021-01-26T15:12:48.040Z,"Greenland Sea",earthquake,7.2,1.8,0.105,26,reviewed,us,us
2021-01-14T17:08:15.027Z,54.9765,-159.3623,6.6,3,ml,,,,0.76,ak,ak021nfoz32,2021-02-02T21:15:38.709Z,"82 km ESE of Sand Point, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-01-14T17:08:14.509Z,54.9878,-159.3136,7.9,3.2,ml,,175,0.223,0.88,us,us7000d3mn,2021-01-27T16:47:10.040Z,"84 km ESE of Sand Point, Alaska",earthquake,4.5,5.2,0.081,20,reviewed,us,us
2021-01-14T16:50:59.885Z,1.3107,96.9865,28.43,4.6,mb,,155,0.588,0.78,us,us7000d02l,2021-01-14T19:26:38.040Z,"140 km SW of Singkil, Indonesia",earthquake,7.4,5.1,0.075,61,reviewed,us,us
2021-01-14T16:28:10.949Z,25.4036,124.332,119.55,4.7,mwr,,78,1.518,0.86,us,us7000d02g,2021-01-14T17:01:13.040Z,"118 km NW of Hirara, Japan",earthquake,7.5,5.6,0.068,21,reviewed,us,us
2021-01-14T16:08:47.633Z,56.2417,-149.8008,16.8,2.9,ml,,,,0.71,ak,ak021nf3m75,2021-01-27T09:50:06.192Z,"Gulf of Alaska",earthquake,,8.2,,,reviewed,ak,ak
2021-01-14T15:45:03.924Z,-44.6454,-80.1251,10,4.7,mb,,202,4.914,1.13,us,us7000d028,2021-01-14T16:20:28.040Z,"Off the coast of Aisen, Chile",earthquake,11,2,0.13,18,reviewed,us,us
2021-01-14T15:03:38.993Z,-23.9681,179.2231,550.88,4.6,mb,,126,6.288,0.83,us,us7000d024,2021-01-14T15:29:08.040Z,"south of the Fiji Islands",earthquake,13.7,6.6,0.062,81,reviewed,us,us
2021-01-14T14:45:11.461Z,10.6076,-62.7629,110.14,4.6,mb,,130,4.39,0.9,us,us7000d2e5,2021-01-24T14:57:42.040Z,"50 km W of Güiria, Venezuela",earthquake,9.3,6.2,0.068,64,reviewed,us,us
2021-01-14T14:30:53.470Z,17.9508,-66.9803,11,2.52,md,14,213,0.0666,0.23,pr,pr2021014012,2021-01-14T14:44:59.588Z,"7 km ESE of La Parguera, Puerto Rico",earthquake,0.95,0.52,0.31,9,reviewed,pr,pr
2021-01-14T13:45:07.874Z,58.7549,-137.514,7.1,2.5,ml,,,,0.8,ak,ak021ndj5j1,2021-01-27T09:50:03.909Z,"92 km NW of Elfin Cove, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-01-14T13:45:07.853Z,58.7549,-137.5132,7.3,2.5,ml,,,,0.71,ak,ak021ndj5lt,2021-02-02T21:15:38.507Z,"92 km NW of Elfin Cove, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-01-14T13:30:20.550Z,17.9628,-66.954,6,2.63,md,12,195,0.0758,0.17,pr,pr2021014011,2021-01-14T13:49:46.339Z,"4 km SW of Fuig, Puerto Rico",earthquake,0.72,0.37,0.03,3,reviewed,pr,pr
2021-01-14T12:14:00.930Z,17.9686,-66.8343,17,2.6,md,19,185,0.0454,0.23,pr,pr2021014010,2021-01-14T12:28:23.694Z,"3 km SSW of Indios, Puerto Rico",earthquake,0.77,0.5,0.29,10,reviewed,pr,pr
2021-01-14T11:17:04.793Z,33.189,138.4873,289.29,4.1,mb,,58,1.115,1.37,us,us6000d88r,2021-01-14T13:54:38.040Z,"158 km S of Ōyama, Japan",earthquake,8.7,8,0.081,42,reviewed,us,us
2021-01-14T10:49:21.113Z,38.449,21.9969,10,4.2,mb,,44,0.629,1.16,us,us6000d88m,2021-01-14T21:52:09.171Z,"16 km ENE of Náfpaktos, Greece",earthquake,4.3,1.5,0.146,13,reviewed,us,us
2021-01-14T09:56:58.432Z,54.5422,-159.7478,6.6,2.5,ml,,,,0.68,ak,ak021nb7vxq,2021-01-27T09:50:00.294Z,"100 km SSE of Sand Point, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2021-01-14T09:54:27.386Z,54.483,-159.5816,10,3.1,ml,,,,0.82,ak,ak021nb7e4y,2021-02-02T21:15:38.117Z,"111 km SSE of Sand Point, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-01-14T09:54:26.881Z,54.5042,-159.7014,8.4,3,ml,,,,0.79,ak,ak021nb7e4c,2021-01-27T09:50:00.094Z,"105 km SSE of Sand Point, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2021-01-14T09:17:06.630Z,19.2366,-65.0583,34,3.4,md,10,324,1.2419,0.4,pr,pr2021014009,2021-01-15T06:47:36.040Z,"99 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.88,25.92,0.03,7,reviewed,pr,pr
2021-01-14T09:09:30.714Z,54.613,161.1115,63.44,4.3,mb,,125,2.16,0.64,us,us6000d88f,2021-01-15T06:41:02.040Z,"144 km SE of Atlasovo, Russia",earthquake,12.1,11.4,0.142,14,reviewed,us,us
2021-01-14T08:35:27.990Z,17.9541,-66.9801,10,2.53,md,17,196,0.0659,0.2,pr,pr2021014007,2021-01-14T08:58:29.377Z,"7 km ESE of La Parguera, Puerto Rico",earthquake,0.49,0.59,0.15,9,reviewed,pr,pr
2021-01-14T08:03:40.940Z,19.315,-155.218,7.56,2.57,ml,54,82,,0.09,hv,hv72319512,2021-01-15T04:33:48.302Z,"14 km S of Volcano, Hawaii",earthquake,0.22,0.33,0.111448274887602,22,reviewed,hv,hv
2021-01-14T06:35:49.966Z,-2.9736,118.8975,18,5.7,mww,,22,2.198,0.87,us,us6000d882,2021-01-28T11:56:31.848Z,"32 km S of Mamuju, Indonesia",earthquake,4.9,1.7,0.053,34,reviewed,us,us
2021-01-14T06:32:56.377Z,54.6587,-161.2815,9.6,3.5,ml,,,,0.57,ak,ak021n9aft1,2021-02-02T21:15:37.673Z,"80 km SE of King Cove, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2021-01-14T06:32:55.502Z,54.5548,-161.1226,25.24,3.7,mb,,187,0.879,0.82,us,us6000d881,2021-01-27T09:49:57.341Z,"95 km SE of King Cove, Alaska",earthquake,8.6,12.3,0.152,11,reviewed,us,us
2021-01-14T06:05:50.099Z,54.462,-159.7798,18.4,3.3,ml,,,,0.82,ak,ak021n94mzl,2021-02-02T21:15:37.432Z,"107 km SSE of Sand Point, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-01-14T06:05:49.088Z,54.467,-159.7783,28.4,3.2,ml,,,,0.72,ak,ak021n94mxv,2021-01-27T09:49:56.927Z,"107 km SSE of Sand Point, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-01-14T05:13:50.496Z,51.4861,-174.0844,37.26,4.9,mb,,76,0.72,0.68,us,us6000d87l,2021-01-27T09:49:55.980Z,"79 km S of Atka, Alaska",earthquake,7.9,7.4,0.038,222,reviewed,us,us
2021-01-14T05:13:50.039Z,51.4346,-173.9312,33.5,4.2,ml,,,,0.76,ak,ak021n8kx3v,2021-02-02T21:15:37.060Z,"86 km SSE of Atka, Alaska",earthquake,,8.7,,,reviewed,ak,ak
2021-01-14T05:05:21.450Z,39.7274,-98.3757,5,2.8,mb_lg,,93,1.329,0.51,us,us6000d87i,2021-01-14T14:21:20.820Z,"11 km SSE of Esbon, Kansas",earthquake,1.9,2,0.054,94,reviewed,us,us
2021-01-14T04:30:16.530Z,51.9199,-174.8046,74.4,3.5,ml,,,,0.48,ak,ak021n83239,2021-02-02T21:15:36.693Z,"51 km SW of Atka, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2021-01-14T04:30:15.641Z,52.0917,-175.0471,86.46,3.9,mb,,141,0.535,0.5,us,us7000d2dt,2021-01-28T02:38:08.040Z,"59 km WSW of Atka, Alaska",earthquake,7.6,6.9,0.137,14,reviewed,us,us
2021-01-14T03:41:33.276Z,54.3564,-161.2888,35,2.8,ml,,199,0.861,0.92,us,us7000d3me,2021-01-28T02:22:32.040Z,"102 km SE of King Cove, Alaska",earthquake,4.9,2,0.081,20,reviewed,us,us
2021-01-14T03:12:06.865Z,-21.8189,-178.0906,644.9,4.3,mb,,107,5.441,0.5,us,us7000d2dr,2021-01-28T02:12:02.040Z,"Fiji region",earthquake,14.4,13.2,0.148,13,reviewed,us,us
2021-01-14T02:26:58.080Z,17.9625,-67.0148,5,2.52,md,10,207,0.0302,0.11,pr,pr2021014003,2021-01-14T02:43:41.921Z,"3 km ESE of La Parguera, Puerto Rico",earthquake,0.46,0.33,0.08,5,reviewed,pr,pr
2021-01-14T02:20:41.490Z,17.9111,-66.8418,13,2.53,md,22,220,0.0741,0.13,pr,pr2021014002,2021-01-14T02:41:08.818Z,"8 km SE of Maria Antonia, Puerto Rico",earthquake,0.53,0.28,0.1,15,reviewed,pr,pr
2021-01-14T02:02:35.890Z,53.017,-159.3805,10,2.5,ml,,275,1.821,0.38,us,us7000d3mp,2021-01-28T01:33:52.040Z,"268 km SSE of Sand Point, Alaska",earthquake,8.4,2,0.115,10,reviewed,us,us
2021-01-14T01:51:17.879Z,-8.1371,105.4526,10,4.3,mb,,146,2.278,0.96,us,us7000d2dq,2021-01-28T01:15:54.040Z,"175 km SW of Pelabuhanratu, Indonesia",earthquake,8.8,1.9,0.137,15,reviewed,us,us
2021-01-14T01:34:12.370Z,19.3501666666667,-155.1045,6.32,2.83,ml,53,141,,0.13,hv,hv72319237,2021-01-18T00:19:23.040Z,"13 km SSE of Fern Forest, Hawaii",earthquake,0.36,0.27,0.149576457028152,25,reviewed,hv,hv
2021-01-14T00:37:37.860Z,56.7264,-156.7558,84,2.5,ml,,,,0.47,ak,ak021n5qvaa,2021-01-27T09:49:52.630Z,"95 km SSE of Ugashik, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2021-01-14T00:37:05.990Z,17.9373,-66.8913,15,3.17,md,24,205,0.0397,0.21,pr,pr2021014001,2021-01-23T06:40:33.040Z,"4 km SSE of Guánica, Puerto Rico",earthquake,0.56,0.48,0.26,23,reviewed,pr,pr
2021-01-14T00:31:09.500Z,17.8813,-66.8945,13,2.61,md,20,231,0.095,0.14,pr,pr2021014000,2021-01-14T01:10:54.757Z,"10 km S of Guánica, Puerto Rico",earthquake,0.66,0.36,0.19,14,reviewed,pr,pr
2021-01-14T00:05:35.605Z,54.3418,-159.9788,10,2.5,ml,,271,0.54,0.45,us,us7000d3md,2021-01-28T23:24:03.040Z,"115 km SSE of Sand Point, Alaska",earthquake,2.3,2,0.148,6,reviewed,us,us
2021-01-14T00:03:21.692Z,-8.1454,120.3733,28.53,4.6,mb,,71,1.907,0.63,us,us7000d2ds,2021-01-24T03:27:27.040Z,"52 km N of Ruteng, Indonesia",earthquake,6.9,6.1,0.128,18,reviewed,us,us
2021-01-13T23:49:56.706Z,15.2698,-45.5897,10,4.5,mb,,129,12.249,0.29,us,us7000d259,2021-01-24T03:34:59.040Z,"northern Mid-Atlantic Ridge",earthquake,7.8,1.9,0.157,12,reviewed,us,us
2021-01-13T23:11:55.099Z,73.5875,7.9497,10,4.4,mb,,66,5.045,1.09,us,us6000d854,2021-01-24T03:48:10.040Z,"Greenland Sea",earthquake,8.4,1.9,0.114,22,reviewed,us,us
2021-01-13T22:57:19.078Z,27.2393,57.8142,10,4.4,mb,,151,2.704,0.63,us,us6000d850,2021-01-24T04:02:39.040Z,"73 km E of Mīnāb, Iran",earthquake,8.2,1.8,0.088,37,reviewed,us,us
2021-01-13T22:47:33.766Z,73.5735,7.6986,10,4.6,mb,,63,5.083,0.55,us,us7000d257,2021-02-03T04:46:32.040Z,"Greenland Sea",earthquake,5.9,1.9,0.111,24,reviewed,us,us
2021-01-13T22:47:18.884Z,73.5177,8.0731,10,4.2,mb,,68,5.099,1.1,us,us7000d25f,2021-02-03T04:38:09.040Z,"Greenland Sea",earthquake,6.9,1.9,0.128,17,reviewed,us,us
2021-01-13T21:59:39.546Z,61.1569,-152.8491,169.8,3.1,ml,,,,0.79,ak,ak021luubp6,2021-01-23T06:26:05.040Z,"92 km W of Tyonek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-01-13T21:43:02.128Z,-24.5653,-13.3961,10,5,mb,,72,27.99,0.63,us,us7000d251,2021-01-23T06:18:44.040Z,"southern Mid-Atlantic Ridge",earthquake,12,1.9,0.084,46,reviewed,us,us
2021-01-13T21:42:18.704Z,73.5476,7.6967,10,4.1,mb,,93,5.108,0.83,us,us7000d253,2021-01-23T06:09:38.040Z,"Greenland Sea",earthquake,7.4,1.9,0.158,11,reviewed,us,us
2021-01-13T21:41:59.321Z,55.0565,-159.3758,7.28,3.6,mb,,109,0.257,0.72,us,us7000d252,2021-01-23T05:19:50.040Z,"78 km ESE of Sand Point, Alaska",earthquake,5.4,6.1,0.166,9,reviewed,us,us
2021-01-13T21:34:58.542Z,54.3861,-159.7458,26.89,2.6,ml,,243,0.455,0.5,us,us7000d2jt,2021-01-23T04:54:07.040Z,"116 km SSE of Sand Point, Alaska",earthquake,4.8,8.3,0.105,12,reviewed,us,us
2021-01-13T21:31:09.461Z,54.9418,-159.3434,21.32,2.5,ml,,211,0.18,0.46,us,us7000d2jq,2021-01-23T04:51:16.040Z,"85 km ESE of Sand Point, Alaska",earthquake,4.5,11.5,0.115,10,reviewed,us,us
2021-01-13T21:20:30.898Z,-20.5928,-66.5275,249.13,4.1,mb,,69,2.504,0.83,us,us6000d842,2021-01-23T04:26:50.040Z,"34 km ESE of Uyuni, Bolivia",earthquake,9,15,0.184,8,reviewed,us,us
2021-01-13T20:30:15.367Z,6.2392,126.9005,109.79,4,mb,,164,7.95,0.66,us,us7000d24z,2021-01-25T20:18:07.040Z,"81 km E of Pondaguitan, Philippines",earthquake,12.8,11.7,0.156,11,reviewed,us,us
2021-01-13T19:49:13.744Z,18.8694,145.3394,228.93,4,mb,,105,38.012,0.55,us,us7000d24x,2021-01-25T20:14:53.040Z,"Pagan region, Northern Mariana Islands",earthquake,15,7.8,0.126,17,reviewed,us,us
2021-01-13T19:42:05.836Z,-23.4306,-179.7557,513.14,4.4,mb,,122,6.017,0.8,us,us7000d24y,2021-01-25T19:14:41.040Z,"south of the Fiji Islands",earthquake,14.1,7.8,0.11,24,reviewed,us,us
2021-01-13T19:15:33.854Z,24.8799,93.3739,10,4.2,mb,,66,1.063,1.12,us,us6000d82z,2021-01-25T20:07:47.040Z,"38 km ENE of Lakhipur, India",earthquake,5.3,1.9,0.098,29,reviewed,us,us
2021-01-13T19:06:40.413Z,-4.5213,152.0623,162.53,4.1,mb,,169,0.216,0.75,us,us7000d24t,2021-01-21T23:00:41.040Z,"30 km SW of Kokopo, Papua New Guinea",earthquake,9.8,4.8,0.13,16,reviewed,us,us
2021-01-13T17:33:03.784Z,1.5929,128.1924,10,5.2,mb,,54,1.16,1.08,us,us6000d82a,2021-01-21T22:40:06.214Z,"25 km SE of Tobelo, Indonesia",earthquake,5.9,1.6,0.066,77,reviewed,us,us
2021-01-13T16:32:40.840Z,41.2788333,-125.8965,18.7,3.52,ml,28,279,1.429,0.15,nc,nc73510495,2021-01-22T04:40:19.872Z,"149km W of Trinidad, CA",earthquake,3.01,4.96,0.169,10,reviewed,nc,nc
2021-01-13T16:13:36.714Z,54.4328,-159.9674,9.41,2.8,ml,,250,0.455,0.48,us,us7000d2j7,2021-01-24T23:23:29.040Z,"106 km SSE of Sand Point, Alaska",earthquake,4.2,8.1,0.091,16,reviewed,us,us
2021-01-13T16:10:41.075Z,-17.4379,-176.7728,397.09,4.2,mb,,77,3.371,0.97,us,us7000d24p,2021-01-22T04:37:13.040Z,"Fiji region",earthquake,7.2,10.6,0.121,19,reviewed,us,us
2021-01-13T16:02:35.715Z,-6.0903,149.4174,51.7,4.9,mb,,43,3.144,1.02,us,us6000d81y,2021-01-22T04:34:15.040Z,"19 km NW of Kandrian, Papua New Guinea",earthquake,6.4,5.3,0.072,60,reviewed,us,us
2021-01-13T15:53:46.485Z,-23.2814,-179.5895,436.88,4.3,mb,,194,15.007,1.07,us,us7000d250,2021-01-22T04:28:52.040Z,"south of the Fiji Islands",earthquake,15.8,15.1,0.143,14,reviewed,us,us
2021-01-13T15:46:25.828Z,-7.1702,129.3867,139.02,4.5,mb,,69,2.06,1.13,us,us6000d81p,2021-01-22T04:22:21.040Z,"Kepulauan Babar, Indonesia",earthquake,7.6,7.7,0.094,33,reviewed,us,us
2021-01-13T15:21:52.693Z,54.4494,-159.9938,10,2.5,ml,,247,0.448,0.58,us,us7000d2j6,2021-01-24T23:40:08.040Z,"103 km SSE of Sand Point, Alaska",earthquake,5.1,2,0.128,8,reviewed,us,us
2021-01-13T15:08:57.348Z,-23.5085,-179.6812,532.93,4.4,mb,,141,6.114,0.56,us,us6000d81h,2021-01-22T04:19:34.040Z,"south of the Fiji Islands",earthquake,12.4,5.4,0.12,20,reviewed,us,us
2021-01-13T13:29:55.143Z,61.4942,-140.5666,3.76,2.6,ml,,43,0.685,0.78,us,us6000d80m,2021-01-22T21:39:03.115Z,"125 km E of McCarthy, Alaska",earthquake,1.6,8.5,0.038,90,reviewed,us,us
2021-01-13T13:15:24.210Z,38.4271,22.1905,10,4.3,mb,,45,0.603,0.68,us,us6000d80k,2021-01-20T08:14:42.040Z,"10 km S of Lidoríki, Greece",earthquake,4.7,1.9,0.119,20,reviewed,us,us
2021-01-13T12:35:21.687Z,54.1867,-159.9031,27,2.6,ml,,,,0.44,ak,ak021lpc93h,2021-01-22T21:39:02.160Z,"133 km SSE of Sand Point, Alaska",earthquake,,4.4,,,reviewed,ak,ak
2021-01-13T12:33:10.513Z,54.9952,-159.4782,4.3,2.5,ml,,,,0.68,ak,ak021lpbta6,2021-01-22T21:39:01.973Z,"75 km ESE of Sand Point, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2021-01-13T12:08:25.245Z,31.6736,-104.4199,5,2.8,ml,,57,0.069,0.61,us,us6000d80e,2021-02-06T14:09:55.040Z,"55 km S of Whites City, New Mexico",earthquake,1.2,1.3,0.052,54,reviewed,us,us
2021-01-13T12:03:55.522Z,1.1585,127.5765,125.23,4.2,mb,,136,0.437,0.87,us,us7000d24j,2021-02-06T13:39:12.040Z,"45 km NNE of Ternate, Indonesia",earthquake,12.9,7.4,0.118,20,reviewed,us,us
2021-01-13T12:00:37.930Z,17.9238,-66.8435,10,3.17,md,22,198,0.0625,0.12,pr,pr2021013004,2021-02-06T14:04:57.040Z,"7 km SE of Maria Antonia, Puerto Rico",earthquake,0.46,0.41,0.11,7,reviewed,pr,pr
2021-01-13T11:54:21.994Z,-21.082,-178.6151,588.95,4,mb,,137,4.572,0.5,us,us7000d24i,2021-02-06T13:15:36.040Z,"Fiji region",earthquake,14.6,9.8,0.139,14,reviewed,us,us
2021-01-13T11:38:55.090Z,19.1761666666667,-155.472833333333,32.06,2.54,md,56,83,,0.11,hv,hv72318762,2021-01-14T03:42:00.136Z,"3 km SSE of Pāhala, Hawaii",earthquake,0.45,0.61,0.152788413533864,25,reviewed,hv,hv
2021-01-13T11:36:06.358Z,-29.1626,-67.8643,164.81,4.3,mb,,87,2.105,0.96,us,us6000d803,2021-01-13T11:54:42.040Z,"35 km W of Chilecito, Argentina",earthquake,4.6,10.4,0.201,7,reviewed,us,us
2021-01-13T11:10:10.500Z,51.5674,100.2854,10,4.9,mb,,41,2.096,0.55,us,us6000d801,2021-01-13T11:32:40.040Z,"27 km WNW of Turt, Mongolia",earthquake,7.6,1.8,0.05,128,reviewed,us,us
2021-01-13T11:09:28.612Z,4.2248,127.1122,30.52,4.2,mb,,125,3.439,0.57,us,us7000d25h,2021-02-06T13:00:39.040Z,"224 km SE of Sarangani, Philippines",earthquake,12.6,8,0.141,14,reviewed,us,us
2021-01-13T10:25:45.964Z,62.1534,-152.0732,108.6,2.6,ml,,,,0.79,ak,ak021lo3awi,2021-02-06T09:21:13.040Z,"39 km WNW of Skwentna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-01-13T10:16:13.310Z,17.9903,-67.0143,12,2.86,md,15,138,0.0365,0.14,pr,pr2021013002,2021-01-13T10:54:16.251Z,"3 km ENE of La Parguera, Puerto Rico",earthquake,0.52,0.28,0.26,5,reviewed,pr,pr
